# Taeron Reflow Oven run log
# The oven's own run log, complete and unmodified below this line:
# every control step at about 4 Hz, fetched from the oven at
# /logs/0024-Bake-125-C.csv. Columns after the header: elapsed_s, target_c,
# actual_c, relay (0/1), cold_c (amplifier cold junction), cpu_c.
# firmware,v2.0-dev
# profile,Bake 125 °C
# started_at_epoch,1789575580
# started_at_local,2026-09-16 09:19:40 PDT
# entered_at_s,0.0
# wall clock of a row = started_at_epoch + elapsed_s
elapsed_s,target_c,actual_c,relay,cold_c,cpu_c
48.9,29.49,33.313,0,24.50,35.35
49.9,29.63,33.563,0,24.56,34.49
50.9,29.77,33.813,0,24.56,34.93
51.9,30.00,33.938,0,24.50,34.71
53.1,30.31,34.188,0,24.56,34.93
54.1,30.56,34.375,0,24.50,34.93
55.1,30.81,34.563,0,24.50,35.14
56.2,31.06,34.688,0,24.50,34.93
57.4,31.37,34.938,0,24.50,35.35
58.6,31.67,35.188,0,24.50,35.14
59.6,31.92,35.313,0,24.50,34.92
60.6,32.17,35.375,0,24.44,34.93
61.6,32.42,35.625,0,24.50,34.71
62.6,32.67,35.813,0,24.56,34.50
63.9,32.98,35.938,0,24.50,35.35
64.9,33.25,36.000,0,24.50,34.71
65.9,33.66,36.250,0,24.56,35.14
67.1,34.18,36.375,0,24.50,34.50
68.4,34.69,36.438,0,24.50,34.71
69.4,35.11,36.625,0,24.50,34.50
70.4,35.53,36.750,0,24.50,34.71
71.6,36.05,36.938,0,24.56,34.50
72.9,36.56,37.000,1,24.50,35.14
73.9,36.98,37.188,0,24.56,35.14
75.1,37.49,37.313,0,24.56,35.14
76.1,37.91,37.375,1,24.50,34.93
77.1,38.33,37.500,1,24.56,34.93
78.4,38.85,37.688,0,24.56,35.14
79.4,39.39,37.813,0,24.56,34.93
80.4,39.95,37.938,1,24.56,35.14
81.6,40.62,38.188,1,24.56,34.50
82.6,41.16,38.313,1,24.56,34.93
83.6,41.71,38.500,0,24.56,34.93
84.9,42.41,38.875,1,24.56,34.50
86.1,43.07,39.313,1,24.63,34.72
87.1,43.61,39.625,1,24.56,35.14
88.1,44.15,40.125,1,24.56,34.71
89.1,44.70,40.625,1,24.56,35.35
90.1,45.24,41.188,1,24.56,35.14
91.1,45.79,41.813,1,24.56,34.07
92.4,46.46,42.688,1,24.56,34.93
93.4,47.01,43.688,1,24.56,34.50
94.4,47.56,44.563,1,24.56,35.14
95.4,48.21,45.500,0,24.56,35.35
96.4,48.86,46.313,0,24.56,34.93
97.4,49.51,47.000,1,24.56,34.93
98.4,50.19,47.813,1,24.56,34.71
99.6,50.98,49.063,0,24.56,34.93
100.6,51.63,49.938,1,24.63,34.07
101.6,52.28,50.688,1,24.63,35.14
102.6,52.93,51.438,0,24.56,34.71
103.6,53.58,52.688,0,24.69,34.93
104.6,54.24,53.313,1,24.63,34.92
105.6,54.90,54.000,1,24.56,34.71
106.9,55.70,55.000,0,24.63,34.71
107.9,56.35,55.875,0,24.63,34.28
108.9,57.00,56.563,0,24.63,34.92
109.9,57.66,57.188,0,24.69,34.92
111.1,58.48,57.938,0,24.69,34.50
112.4,59.28,58.750,0,24.69,34.28
113.4,59.93,59.313,1,24.69,34.71
114.4,60.59,59.938,1,24.69,34.50
115.6,61.40,60.688,0,24.63,34.93
116.6,62.06,61.375,0,24.69,35.14
117.7,62.73,61.938,1,24.69,35.35
118.9,63.60,62.688,1,24.69,35.14
120.2,64.51,63.750,0,24.69,34.71
121.4,65.39,64.375,1,24.69,34.50
122.4,66.10,65.000,1,24.69,34.71
123.7,67.01,66.063,0,24.69,35.56
124.7,67.75,66.750,0,24.69,34.93
125.9,68.60,67.563,1,24.69,34.71
126.9,69.32,68.438,1,24.75,34.50
127.9,70.04,69.188,0,24.75,35.35
129.2,70.96,70.000,0,24.75,35.56
130.2,71.68,70.625,1,24.75,34.93
131.4,72.54,71.625,0,24.75,34.93
132.4,73.26,72.313,0,24.75,34.93
133.4,73.98,73.000,1,24.75,34.92
134.4,74.70,73.625,1,24.75,34.93
135.6,75.59,74.625,0,24.75,34.71
136.6,76.30,75.438,0,24.75,35.35
137.6,77.02,76.125,1,24.81,34.49
138.6,77.74,76.813,1,24.81,34.93
139.6,78.45,77.563,1,24.81,35.14
140.6,79.17,78.813,0,24.81,34.71
141.6,79.90,79.500,1,24.81,35.35
142.9,80.79,80.500,1,24.88,35.14
144.1,81.68,81.438,0,24.88,34.92
145.1,82.40,82.250,0,24.88,34.93
146.1,83.12,83.063,1,24.88,35.14
147.4,84.01,83.750,1,24.88,34.07
148.4,84.74,84.938,0,24.88,34.29
149.6,85.62,85.625,0,24.81,34.71
150.6,86.34,86.375,1,24.94,34.93
151.6,87.05,87.438,0,24.88,34.50
152.6,87.78,88.188,0,24.94,35.14
153.6,88.50,88.813,0,24.88,34.71
154.9,89.39,89.625,1,24.94,34.93
155.9,90.13,90.313,0,25.00,34.28
156.9,90.86,91.188,0,24.94,34.50
158.0,91.59,91.813,1,24.94,34.93
159.1,92.43,92.625,1,25.00,34.71
160.1,93.15,93.250,0,25.00,34.71
161.1,93.86,94.000,0,25.00,35.14
162.1,94.58,94.500,1,25.00,34.93
163.1,95.30,95.000,1,25.00,35.14
164.1,96.02,95.563,1,25.00,34.93
165.4,96.91,96.438,0,25.06,34.93
166.4,97.62,97.063,1,25.06,34.93
167.4,98.35,97.750,1,25.13,34.92
168.6,99.24,98.500,1,25.13,35.14
169.6,99.95,99.188,0,25.06,34.49
170.6,100.67,99.938,1,25.13,35.14
171.6,101.39,100.625,1,25.13,34.71
172.6,102.10,101.375,1,25.13,34.49
173.6,102.82,102.125,0,25.13,35.14
174.7,103.57,103.188,1,25.19,34.50
175.9,104.43,103.938,1,25.19,34.93
176.9,105.15,104.688,0,25.19,35.35
177.9,105.88,105.625,0,25.25,34.50
179.2,106.75,106.188,1,25.25,35.14
180.2,107.43,107.000,0,25.19,34.71
181.2,108.12,107.750,0,25.25,34.49
182.4,108.89,108.313,1,25.25,34.71
183.4,109.55,108.875,1,25.25,34.71
184.4,110.21,109.750,1,25.25,34.50
185.4,110.88,110.500,0,25.31,35.14
186.4,111.54,111.125,1,25.31,35.14
187.4,112.21,111.875,1,25.38,35.35
188.4,112.88,112.500,0,25.31,34.92
189.6,113.70,113.375,0,25.38,34.71
190.6,114.36,113.875,0,25.38,34.93
191.6,115.01,114.188,0,25.38,34.50
192.6,115.16,114.563,0,25.38,34.71
193.6,115.31,114.938,0,25.50,35.35
194.6,115.46,115.125,1,25.50,35.35
195.6,115.61,115.500,0,25.50,34.28
196.6,115.76,115.813,0,25.50,34.50
197.6,115.91,116.188,0,25.56,34.71
198.6,116.06,116.375,1,25.56,34.93
199.6,116.21,116.625,1,25.63,34.49
200.6,116.36,116.938,0,25.63,34.71
201.9,116.55,117.250,0,25.63,34.71
203.1,116.73,117.375,0,25.63,35.14
204.1,116.88,117.563,0,25.69,34.92
205.4,117.07,117.688,0,25.69,35.14
206.4,117.22,117.750,0,25.75,34.71
207.4,117.37,117.875,1,25.69,35.35
208.4,117.52,118.000,0,25.75,35.78
209.7,117.71,118.125,0,25.75,34.93
210.9,117.89,118.125,1,25.75,34.92
211.9,118.04,118.250,1,25.81,34.50
212.9,118.19,118.375,0,25.88,34.92
213.9,118.34,118.563,0,25.81,34.71
214.9,118.49,118.688,1,25.88,34.92
215.9,118.64,118.813,1,25.88,34.71
216.9,118.79,118.938,0,25.88,35.14
217.9,118.94,119.188,0,25.94,34.71
218.9,119.09,119.375,1,25.94,34.71
219.9,119.24,119.438,1,25.94,34.93
220.9,119.39,119.625,0,26.00,35.14
222.1,119.58,119.813,0,26.00,34.50
223.1,119.73,120.000,1,26.00,34.71
224.1,119.88,120.188,0,26.13,34.71
225.4,120.07,120.375,0,26.13,34.71
226.4,120.22,120.563,0,26.13,34.71
227.4,120.37,121.000,1,26.13,35.14
228.4,120.52,120.813,0,26.19,34.71
229.4,120.67,121.000,0,26.19,34.28
230.6,120.85,121.188,0,26.25,35.14
231.6,121.01,121.313,1,26.25,35.35
232.6,121.16,121.563,0,26.31,34.50
233.9,121.34,121.813,0,26.31,35.14
234.9,121.49,122.063,1,26.38,35.56
236.1,121.68,122.188,0,26.31,35.35
237.1,121.83,122.438,0,26.38,34.71
238.1,121.98,122.563,0,26.38,34.71
239.1,122.13,122.750,1,26.44,35.35
240.1,122.28,122.938,0,26.50,34.28
241.1,122.43,123.063,0,26.50,34.71
242.1,122.58,123.125,0,26.50,34.50
243.1,122.73,123.188,1,26.50,34.71
244.1,122.88,123.250,1,26.56,34.71
245.1,123.03,123.438,0,26.56,34.50
246.1,123.18,123.563,0,26.56,34.50
247.1,123.33,123.750,1,26.63,34.93
248.1,123.48,123.875,1,26.69,34.93
249.1,123.63,124.000,0,26.69,34.71
250.1,123.78,124.188,0,26.69,34.71
251.1,123.93,124.313,1,26.75,34.50
252.1,124.08,124.500,1,26.81,35.14
253.1,124.23,124.625,0,26.75,34.71
254.1,124.38,124.813,0,26.81,34.71
255.2,124.53,125.000,0,26.88,34.71
256.4,124.71,125.063,0,26.88,34.71
257.4,124.86,125.125,0,26.88,35.14
258.4,125.00,125.188,0,26.94,35.14
259.4,125.00,125.188,0,27.00,35.14
260.4,125.00,125.125,0,26.94,35.35
261.4,125.00,125.188,0,27.06,34.50
262.4,125.00,125.063,0,27.00,34.93
263.4,125.00,125.125,0,27.06,35.14
264.4,125.00,125.000,0,27.13,34.92
265.4,125.00,124.938,0,27.13,34.71
266.4,125.00,124.875,0,27.19,34.92
267.6,125.00,124.813,0,27.25,34.71
268.6,125.00,124.625,0,27.25,35.14
269.6,125.00,124.500,0,27.25,35.35
270.6,125.00,124.375,0,27.31,34.50
271.6,125.00,124.188,0,27.31,34.71
272.9,125.00,124.063,0,27.38,35.35
274.1,125.00,123.813,0,27.38,34.93
275.1,125.00,123.625,0,27.44,34.71
276.1,125.00,123.500,1,27.44,34.71
277.1,125.00,123.250,0,27.44,34.71
278.1,125.00,123.125,0,27.50,34.92
279.1,125.00,123.000,0,27.56,35.14
280.4,125.00,122.875,1,27.63,34.50
281.6,125.00,122.750,1,27.63,34.93
282.7,125.00,122.688,0,27.69,34.50
283.9,125.00,122.688,1,27.69,35.35
284.9,125.00,122.688,1,27.69,34.28
285.9,125.00,122.813,1,27.75,34.50
286.9,125.00,122.938,0,27.75,35.14
287.9,125.00,123.063,1,27.81,35.14
288.9,125.00,123.313,1,27.88,34.93
289.9,125.00,123.500,0,27.94,35.56
290.9,125.00,123.750,0,27.94,35.14
292.1,125.00,123.938,1,27.94,34.93
293.1,125.00,124.188,0,28.00,34.71
294.4,125.00,124.438,0,28.00,34.71
295.4,125.00,124.625,0,28.06,34.71
296.4,125.00,124.688,0,28.06,35.13
297.4,125.00,124.688,0,28.06,35.35
298.7,125.00,124.875,0,28.13,34.71
299.9,125.00,125.000,0,28.19,35.35
300.9,125.00,125.000,0,28.19,35.14
301.9,125.00,125.063,0,28.25,34.71
302.9,125.00,125.000,0,28.25,34.93
303.9,125.00,125.063,0,28.31,34.50
304.9,125.00,124.813,1,28.38,35.14
305.9,125.00,125.000,0,28.38,35.35
306.9,125.00,125.000,0,28.38,34.93
307.9,125.00,125.000,0,28.38,35.35
309.1,125.00,125.063,0,28.50,34.71
310.1,125.00,125.000,0,28.50,34.71
311.1,125.00,124.938,0,28.50,34.50
312.1,125.00,124.875,0,28.56,34.93
313.1,125.00,124.875,1,28.63,34.93
314.4,125.00,124.813,0,28.63,34.93
315.4,125.00,124.875,0,28.69,35.14
316.4,125.00,124.875,1,28.75,34.50
317.4,125.00,124.875,1,28.75,35.14
318.4,125.00,124.813,0,28.75,35.14
319.6,125.00,124.875,0,28.81,35.14
320.6,125.00,124.875,1,28.88,34.92
321.6,125.00,124.938,1,28.94,34.71
322.6,125.00,124.938,0,28.94,34.71
323.6,125.00,125.000,0,29.00,35.35
324.6,125.00,125.000,1,29.00,35.35
325.6,125.00,125.063,0,29.06,34.50
326.9,125.00,125.125,0,29.06,34.92
327.9,125.00,125.125,0,29.06,35.14
329.1,125.00,125.188,0,29.13,34.50
330.1,125.00,125.188,0,29.19,34.92
331.1,125.00,125.250,0,29.25,34.71
332.1,125.00,125.188,0,29.19,34.71
333.1,125.00,124.625,1,29.25,34.50
334.4,125.00,125.125,0,29.25,35.14
335.4,125.00,125.250,0,29.38,35.35
336.4,125.00,125.188,0,29.38,35.14
337.4,125.00,125.188,0,29.44,34.92
338.4,125.00,125.188,0,29.50,34.71
339.4,125.00,125.188,0,29.50,34.72
340.4,125.00,125.063,0,29.50,35.14
341.4,125.00,125.000,1,29.50,34.50
342.6,125.00,124.938,0,29.56,35.14
343.7,125.00,124.938,0,29.56,34.71
344.9,125.00,124.938,0,29.69,35.14
345.9,125.00,124.875,1,29.69,34.71
347.2,125.00,124.813,0,29.69,35.14
348.4,125.00,124.875,0,29.75,34.28
349.4,125.00,124.750,1,29.75,35.35
350.6,125.00,124.750,1,29.81,35.14
351.9,125.00,124.813,0,29.88,34.71
352.9,125.00,124.938,0,29.94,34.93
354.1,125.00,125.000,0,30.00,34.92
355.1,125.00,124.938,0,29.94,34.28
356.1,125.00,125.125,0,30.06,35.14
357.1,125.00,125.125,1,30.06,34.93
358.2,125.00,125.188,0,30.13,34.92
359.4,125.00,125.250,0,30.13,35.14
360.4,125.00,125.313,0,30.19,34.71
361.6,125.00,125.313,0,30.19,34.71
362.6,125.00,125.375,0,30.25,34.71
363.6,125.00,125.438,0,30.31,34.92
364.9,125.00,125.375,0,30.31,34.92
365.9,125.00,125.375,0,30.38,34.71
366.9,125.00,125.313,0,30.38,35.56
368.1,125.00,125.313,0,30.44,35.35
369.1,125.00,125.250,1,30.44,34.93
370.1,125.00,125.250,1,30.50,35.14
371.1,125.00,125.250,0,30.56,35.14
372.1,125.00,125.250,0,30.56,34.93
373.1,125.00,125.250,0,30.69,34.93
374.1,125.00,125.188,0,30.69,34.71
375.1,125.00,125.125,0,30.69,35.35
376.4,125.00,125.000,0,30.75,35.14
377.4,125.00,124.938,1,30.75,34.93
378.6,125.00,125.000,1,30.81,34.71
379.6,125.00,124.938,0,30.88,34.28
380.9,125.00,124.875,0,30.88,35.35
381.9,125.00,124.875,1,30.94,34.71
382.9,125.00,124.875,0,31.00,34.71
383.9,125.00,124.875,0,31.00,35.14
384.9,125.00,124.875,0,31.00,34.71
385.9,125.00,124.875,1,31.06,34.71
386.9,125.00,124.938,0,31.13,34.93
387.9,125.00,124.938,0,31.13,34.50
389.1,125.00,124.938,0,31.19,35.14
390.1,125.00,125.000,1,31.25,34.50
391.1,125.00,125.063,0,31.31,34.93
392.2,125.00,125.063,0,31.31,34.50
393.2,125.00,125.188,0,31.38,34.71
394.4,125.00,125.188,0,31.38,34.93
395.4,125.00,125.125,0,31.38,34.93
396.4,125.00,125.063,0,31.38,34.93
397.4,125.00,125.063,0,31.44,34.92
398.6,125.00,125.125,1,31.50,35.35
399.6,125.00,125.188,0,31.56,35.56
400.6,125.00,125.188,0,31.56,34.92
401.6,125.00,125.125,0,31.56,34.92
402.6,125.00,125.063,1,31.56,35.35
403.6,125.00,125.125,0,31.63,34.92
404.6,125.00,125.125,0,31.69,35.14
405.6,125.00,125.188,0,31.75,34.71
406.6,125.00,125.188,1,31.75,35.14
407.6,125.00,125.250,0,31.81,34.92
408.7,125.00,125.313,0,31.88,35.35
409.9,125.00,125.313,0,31.88,35.14
410.9,125.00,125.313,0,31.88,35.14
411.9,125.00,125.438,0,32.00,34.93
413.1,125.00,125.438,0,32.00,34.50
414.1,125.00,125.438,0,32.06,34.93
415.1,125.00,125.375,0,32.06,35.14
416.1,125.00,125.313,0,32.06,35.35
417.1,125.00,125.313,0,32.13,34.50
418.1,125.00,125.313,0,32.19,35.35
419.4,125.00,125.188,1,32.19,35.14
420.4,125.00,125.250,0,32.25,34.93
421.4,125.00,125.188,0,32.31,34.71
422.4,125.00,125.125,0,32.31,34.93
423.4,125.00,125.063,1,32.31,34.92
424.4,125.00,125.125,0,32.38,35.35
425.4,125.00,125.063,0,32.44,34.71
426.4,125.00,125.000,0,32.44,34.71
427.4,125.00,125.000,1,32.44,34.71
428.6,125.00,125.063,0,32.50,35.56
429.6,125.00,125.063,0,32.56,35.14
430.6,125.00,125.000,0,32.56,34.92
431.9,125.00,125.000,0,32.56,35.14
432.9,125.00,125.063,0,32.63,34.92
433.9,125.00,125.125,0,32.69,34.93
434.9,125.00,125.125,1,32.69,34.93
435.9,125.00,125.188,1,32.75,34.93
436.9,125.00,125.250,0,32.81,34.93
437.9,125.00,125.250,0,32.81,35.35
438.9,125.00,125.313,0,32.88,34.92
439.9,125.00,125.313,0,32.81,34.71
440.9,125.00,125.313,0,32.88,34.71
441.9,125.00,125.375,0,32.94,35.35
443.1,125.00,125.375,0,33.00,35.14
444.1,125.00,125.438,0,33.06,35.14
445.4,125.00,125.375,0,33.06,35.14
446.4,125.00,125.313,0,33.13,34.92
447.6,125.00,125.250,0,33.13,34.92
448.6,125.00,125.250,0,33.19,35.14
449.6,125.00,125.250,0,33.25,35.13
450.6,125.00,125.125,0,33.19,35.35
451.6,125.00,125.125,1,33.31,34.92
452.6,125.00,125.000,0,33.25,35.14
453.6,125.00,125.000,0,33.31,34.07
454.6,125.00,124.938,0,33.38,35.35
455.6,125.00,125.000,1,33.44,34.93
456.6,125.00,124.938,0,33.44,35.35
457.9,125.00,124.875,0,33.44,35.35
458.9,125.00,124.813,0,33.44,34.92
459.9,125.00,124.813,1,33.50,35.35
460.9,125.00,124.875,0,33.56,34.71
461.9,125.00,124.875,0,33.56,35.56
462.9,125.00,124.875,0,33.56,35.35
463.9,125.00,125.000,1,33.69,34.92
464.9,125.00,125.000,0,33.69,34.50
466.1,125.00,125.000,0,33.69,34.93
467.1,125.00,125.000,0,33.69,34.92
468.4,125.00,125.125,0,33.81,34.93
469.4,125.00,125.125,0,33.81,34.93
470.4,125.00,125.125,0,33.88,34.93
471.6,125.00,125.125,1,33.88,34.71
472.6,125.00,125.188,0,34.00,34.93
473.6,125.00,125.188,0,34.00,35.14
474.6,125.00,125.125,0,34.00,35.14
475.6,125.00,125.250,1,34.06,34.71
476.9,125.00,125.188,0,34.06,35.35
478.1,125.00,125.313,0,34.13,34.93
479.1,125.00,125.375,0,34.19,35.14
480.1,125.00,125.313,0,34.13,34.92
481.1,125.00,125.313,0,34.19,34.93
482.2,125.00,125.375,0,34.25,34.92
483.4,125.00,125.375,0,34.25,35.14
484.4,125.00,125.375,0,34.31,35.99
485.4,125.00,125.313,0,34.31,35.14
486.4,125.00,125.313,0,34.38,34.71
487.4,125.00,125.250,0,34.38,34.92
488.4,125.00,125.250,1,34.44,35.14
489.4,125.00,125.250,0,34.44,35.35
490.6,125.00,125.188,0,34.50,34.92
491.9,125.00,125.125,1,34.50,34.71
492.9,125.00,125.188,0,34.56,34.72
493.9,125.00,125.250,0,34.63,35.56
494.9,125.00,125.188,0,34.63,35.14
495.9,125.00,125.125,1,34.63,35.35
496.9,125.00,125.063,0,34.63,34.92
497.9,125.00,125.125,0,34.69,35.14
498.9,125.00,125.125,0,34.69,34.92
499.9,125.00,125.188,0,34.75,34.71
500.9,125.00,125.125,0,34.81,35.14
501.9,125.00,125.125,0,34.81,34.71
502.9,125.00,125.063,0,34.81,35.14
503.9,125.00,125.125,1,34.88,34.92
504.9,125.00,125.125,0,34.94,34.93
505.9,125.00,125.125,0,34.94,35.14
506.9,125.00,125.063,0,35.00,34.71
508.1,125.00,125.063,1,35.00,35.14
509.1,125.00,125.125,0,35.06,34.93
510.1,125.00,125.063,0,35.06,34.71
511.1,125.00,125.125,0,35.13,35.14
512.4,125.00,125.063,1,35.13,34.50
513.4,125.00,125.125,0,35.19,35.35
514.4,125.00,125.125,0,35.19,35.35
515.6,125.00,125.063,0,35.19,35.14
516.6,125.00,125.188,1,35.25,35.35
517.9,125.00,125.125,0,35.25,34.92
518.9,125.00,125.188,0,35.25,34.71
520.1,125.00,125.188,1,35.31,34.92
521.1,125.00,125.250,0,35.31,35.35
522.1,125.00,125.375,0,35.38,34.50
523.2,125.00,125.375,0,35.38,35.14
524.4,125.00,125.438,0,35.44,34.49
525.4,125.00,125.438,0,35.44,34.92
526.4,125.00,125.438,0,35.44,35.35
527.4,125.00,125.438,0,35.50,34.93
528.4,125.00,125.438,0,35.50,34.93
529.4,125.00,125.438,0,35.56,34.93
530.7,125.00,125.375,0,35.56,34.50
531.9,125.00,125.438,0,35.63,35.14
532.9,125.00,125.438,0,35.69,34.93
534.1,125.00,125.313,0,35.69,34.93
535.2,125.00,125.313,0,35.75,35.56
536.4,125.00,125.250,1,35.81,34.93
537.4,125.00,125.188,1,35.81,35.14
538.6,125.00,125.125,0,35.81,34.92
539.6,125.00,125.000,0,35.81,35.35
540.6,125.00,125.063,1,35.88,34.93
541.6,125.00,125.063,0,35.94,35.14
542.6,125.00,125.000,0,35.94,35.13
543.6,125.00,125.063,0,36.00,34.93
544.6,125.00,124.938,1,35.94,34.93
545.6,125.00,125.000,1,36.00,35.14
546.6,125.00,124.938,0,36.00,34.92
547.9,125.00,125.000,0,36.06,35.56
548.9,125.00,125.063,0,36.13,35.35
549.9,125.00,125.000,0,36.13,35.14
550.9,125.00,125.000,0,36.19,34.92
552.1,125.00,124.938,0,36.19,35.14
553.1,125.00,124.875,1,36.19,35.14
554.1,125.00,124.875,0,36.19,35.14
555.1,125.00,124.938,0,36.25,35.14
556.1,125.00,124.875,0,36.25,35.35
557.1,125.00,124.938,1,36.31,34.93
558.1,125.00,124.938,0,36.31,35.14
559.1,125.00,125.000,0,36.38,35.35
560.1,125.00,125.000,0,36.38,34.71
561.1,125.00,124.875,1,36.44,34.93
562.1,125.00,125.063,0,36.44,35.14
563.1,125.00,125.063,0,36.44,35.14
564.1,125.00,125.125,0,36.50,35.14
565.1,125.00,125.188,0,36.56,34.71
566.1,125.00,125.125,0,36.56,34.71
567.2,125.00,125.125,0,36.56,35.35
568.4,125.00,125.188,0,36.63,35.35
569.4,125.00,125.188,0,36.63,34.93
570.4,125.00,125.125,0,36.63,35.14
571.4,125.00,125.063,0,36.63,35.14
572.4,125.00,125.063,0,36.69,34.50
573.4,125.00,125.188,1,36.69,35.14
574.4,125.00,125.063,0,36.75,34.71
575.4,125.00,125.063,0,36.81,35.56
576.4,125.00,125.063,0,36.81,35.35
577.4,125.00,125.000,1,36.81,35.14
578.4,125.00,125.000,0,36.88,35.56
579.4,125.00,125.000,0,36.88,35.35
580.6,125.00,125.000,0,36.88,34.50
581.6,125.00,125.000,1,36.88,35.14
582.7,125.00,125.063,0,36.94,35.14
583.7,125.00,125.063,0,36.94,35.14
584.9,125.00,125.125,0,36.94,35.35
586.2,125.00,125.188,0,37.00,35.35
587.2,125.00,125.188,0,37.00,34.93
588.2,125.00,125.125,0,37.00,35.35
589.2,125.00,125.125,0,37.06,34.92
590.2,125.00,125.125,0,37.06,34.71
591.4,125.00,125.125,0,37.13,34.50
592.4,125.00,125.063,0,37.13,35.14
593.4,125.00,125.063,1,37.19,35.35
594.4,125.00,125.000,0,37.19,35.78
595.4,125.00,125.000,0,37.25,35.35
596.6,125.00,125.063,0,37.25,34.93
597.6,125.00,125.188,1,37.31,34.92
598.6,125.00,124.938,0,37.25,35.14
599.6,125.00,125.000,0,37.38,35.14
600.6,125.00,124.938,0,37.31,35.56
601.9,125.00,125.125,1,37.38,35.35
602.9,125.00,124.938,0,37.38,34.28
603.9,125.00,125.063,0,37.44,35.14
605.1,125.00,125.000,0,37.50,34.92
606.1,125.00,125.375,1,37.44,35.14
607.1,125.00,125.000,0,37.44,35.35
608.1,125.00,125.063,0,37.44,35.56
609.4,125.00,125.125,0,37.56,35.14
610.4,125.00,125.188,0,37.56,35.14
611.4,125.00,125.125,0,37.56,35.78
612.4,125.00,125.125,0,37.56,34.93
613.4,125.00,125.125,0,37.63,35.35
614.4,125.00,125.125,1,37.63,35.14
615.4,125.00,125.188,0,37.69,35.14
616.4,125.00,125.188,0,37.69,35.35
617.4,125.00,125.188,0,37.69,35.14
618.6,125.00,125.188,0,37.69,34.71
619.6,125.00,125.250,0,37.75,35.14
620.7,125.00,125.188,0,37.75,34.29
621.9,125.00,125.063,0,37.75,35.14
622.9,125.00,125.125,1,37.81,34.92
623.9,125.00,125.125,0,37.81,35.56
624.9,125.00,125.188,0,37.88,35.56
626.1,125.00,125.188,0,37.94,35.35
627.1,125.00,125.125,0,37.94,35.14
628.1,125.00,125.063,0,37.94,35.14
629.1,125.00,125.125,0,38.00,34.92
630.1,125.00,125.063,1,38.00,35.35
631.1,125.00,125.000,1,38.00,34.50
632.1,125.00,124.938,0,38.00,34.71
633.4,125.00,125.000,0,38.06,35.35
634.4,125.00,125.000,1,38.13,35.35
635.4,125.00,124.938,0,38.06,35.14
636.4,125.00,125.000,0,38.13,34.93
637.4,125.00,125.000,0,38.13,34.92
638.4,125.00,125.000,1,38.13,35.14
639.4,125.00,125.000,0,38.19,34.71
640.4,125.00,125.063,0,38.19,34.93
641.4,125.00,125.188,0,38.25,35.35
642.4,125.00,125.125,0,38.19,35.35
