# Taeron Reflow Oven run log
# firmware,v2.0-dev
# profile,STEP 250 C
# started_at_epoch,1789071625
# started_at_local,2026-09-10 13:20:25 PDT
# entered_at_s,0.0
# wall clock of a row = started_at_epoch + elapsed_s
elapsed_s,target_c,actual_c,relay,cold_c,cpu_c
# event,0.0,run_started,profile=STEP 250 C
471.1,133.82,146.188,0,45.63,34.29
472.2,133.56,145.938,0,45.63,34.07
473.4,133.26,145.625,0,45.63,33.65
474.4,133.01,145.313,0,45.69,34.07
475.4,132.75,145.063,0,45.75,34.29
476.6,132.44,144.813,0,45.81,34.29
477.6,132.19,144.500,0,45.88,34.08
478.6,131.94,144.188,0,45.81,34.07
479.6,131.69,144.000,0,45.88,34.07
480.6,131.44,143.688,0,45.88,34.08
481.9,131.13,143.375,0,45.94,34.29
482.9,130.88,143.000,0,45.88,34.07
483.9,130.62,142.875,0,45.94,34.07
484.9,130.37,142.563,0,45.88,33.86
486.1,130.06,142.250,0,46.00,34.07
487.4,129.75,141.813,0,45.94,33.43
488.6,129.43,141.688,0,46.00,34.08
489.9,129.12,141.313,0,46.06,33.64
490.9,128.87,141.063,0,46.06,34.29
491.9,128.62,140.750,0,46.06,33.86
493.2,128.28,140.500,0,46.13,33.65
494.4,128.00,140.063,0,46.13,34.07
495.6,127.68,139.750,0,46.19,33.65
496.6,127.43,139.500,0,46.19,34.07
497.9,127.12,139.125,0,46.19,33.65
499.1,126.81,138.938,0,46.25,34.08
500.1,126.56,138.688,0,46.25,34.71
501.1,126.30,138.563,0,46.25,34.29
502.1,126.05,138.125,0,46.31,34.29
503.4,125.74,137.875,0,46.31,33.86
504.6,125.43,137.625,0,46.38,33.86
505.6,125.18,137.375,0,46.38,33.86
506.6,124.94,137.188,0,46.44,33.22
507.9,124.68,136.813,0,46.44,33.86
508.9,124.47,136.563,0,46.44,34.07
510.0,124.25,136.313,0,46.44,34.50
511.1,124.01,136.000,0,46.44,33.64
512.4,123.75,135.750,0,46.50,34.50
513.4,123.55,135.438,0,46.50,33.86
514.4,123.34,135.250,0,46.56,33.65
515.4,123.14,135.000,0,46.56,34.08
516.4,122.93,134.750,0,46.50,34.29
517.6,122.67,134.438,0,46.56,34.29
518.6,122.47,134.188,0,46.56,34.08
519.6,122.26,134.063,0,46.63,34.08
520.6,122.05,133.813,0,46.63,33.86
521.6,121.85,133.563,0,46.63,33.64
522.7,121.64,133.375,0,46.69,33.43
523.9,121.39,133.063,0,46.69,34.07
525.1,121.13,132.750,0,46.69,34.28
526.1,120.92,132.500,0,46.69,34.08
527.1,120.72,132.313,0,46.75,33.86
528.1,120.51,132.063,0,46.75,34.29
529.4,120.25,131.813,0,46.81,33.43
530.6,120.00,131.500,0,46.75,33.64
531.9,119.74,131.250,0,46.81,34.07
533.1,119.48,130.875,0,46.81,34.71
534.1,119.28,130.750,0,46.88,34.07
535.4,119.02,130.500,0,46.88,34.07
536.6,118.76,130.125,0,46.88,33.86
537.9,118.50,129.938,0,46.88,34.07
538.9,118.29,129.688,0,46.94,34.07
540.1,118.04,129.500,0,46.94,33.86
541.4,117.78,129.125,0,46.94,33.86
542.4,117.57,128.938,0,46.94,34.08
543.6,117.32,128.563,0,46.94,34.07
544.6,117.12,128.375,0,46.94,33.65
545.6,116.91,128.188,0,46.94,34.29
546.6,116.70,127.938,0,46.94,34.07
547.6,116.49,127.813,0,47.00,33.86
548.9,116.24,127.500,0,47.00,34.07
549.9,116.03,127.313,0,47.00,34.08
550.9,115.83,127.125,0,47.00,34.29
552.1,115.57,126.750,0,47.00,34.29
553.2,115.36,126.625,0,47.06,33.86
554.4,115.11,126.313,0,47.06,34.29
555.6,114.85,126.063,0,47.06,34.08
556.6,114.65,125.750,0,47.06,34.29
557.6,114.44,125.563,0,47.06,34.29
558.6,114.23,125.375,0,47.06,34.29
559.6,114.03,125.188,0,47.06,33.65
560.9,113.77,125.063,0,47.13,34.28
562.1,113.51,124.750,0,47.13,33.86
563.1,113.31,124.438,0,47.06,34.29
564.1,113.10,124.250,0,47.13,34.29
565.4,112.88,124.000,0,47.13,34.07
566.4,112.71,123.875,0,47.19,34.29
567.4,112.53,123.500,0,47.13,33.86
568.7,112.31,123.313,0,47.13,33.22
569.9,112.09,123.063,0,47.19,33.87
570.9,111.92,122.813,0,47.19,33.86
571.9,111.74,122.625,0,47.19,34.50
572.9,111.57,122.438,0,47.19,34.07
574.1,111.35,122.125,0,47.19,34.07
575.1,111.17,121.875,0,47.13,33.44
576.1,111.00,121.688,0,47.19,33.86
577.4,110.78,121.500,0,47.19,34.29
578.4,110.60,121.250,0,47.19,34.07
579.6,110.39,121.000,0,47.19,33.65
580.6,110.21,120.750,0,47.19,33.86
581.7,110.03,120.563,0,47.19,33.86
582.9,109.82,120.313,0,47.19,33.86
584.1,109.60,120.188,0,47.25,33.65
585.1,109.42,119.938,0,47.25,34.08
586.2,109.24,119.750,0,47.25,33.86
