# Taeron Reflow Oven run log
# firmware,v2.0-dev
# profile,TS391SNL
# started_at_epoch,1789073775
# started_at_local,2026-09-10 13:56:15 PDT
# entered_at_s,33.9
# wall clock of a row = started_at_epoch + elapsed_s
elapsed_s,target_c,actual_c,relay,cold_c,cpu_c
# event,33.9,run_started,entered_at_s=33.9 oven_c=34.1 profile=TS391SNL
647.9,,118.375,0,49.38,34.71
649.2,,118.188,0,49.38,34.50
650.2,,117.938,0,49.38,34.93
651.2,,117.688,0,49.31,34.71
652.4,,117.500,0,49.31,34.07
653.5,,117.250,0,49.31,34.49
654.7,,117.188,0,49.38,34.71
655.9,,117.000,0,49.38,34.50
656.9,,116.750,0,49.38,34.29
657.9,,116.563,0,49.38,34.93
658.9,,116.375,0,49.38,34.50
659.9,,116.125,0,49.31,34.93
661.2,,115.938,0,49.31,34.93
662.2,,115.750,0,49.31,34.93
663.2,,115.625,0,49.31,34.29
664.2,,115.375,0,49.31,34.50
665.2,,115.250,0,49.31,35.14
666.4,,115.063,0,49.31,34.71
667.7,,114.875,0,49.38,34.50
668.7,,114.625,0,49.31,34.93
669.7,,114.438,0,49.31,35.14
670.9,,114.250,0,49.25,34.93
671.9,,114.125,0,49.31,34.50
673.2,,113.813,0,49.25,34.50
674.2,,113.625,0,49.25,34.92
675.2,,113.563,0,49.31,34.71
676.2,,113.375,0,49.25,34.50
677.4,,113.125,0,49.25,34.71
678.4,,113.063,0,49.31,34.71
679.7,,112.750,0,49.25,34.71
680.7,,112.688,0,49.31,34.71
681.7,,112.500,0,49.31,34.71
682.9,,112.250,0,49.25,34.50
683.9,,112.063,0,49.25,35.14
684.9,,111.875,0,49.19,34.93
686.2,,111.688,0,49.25,34.93
687.4,,111.438,0,49.25,34.71
688.4,,111.313,0,49.25,34.93
689.7,,111.125,0,49.19,35.14
690.7,,111.000,0,49.19,34.93
691.9,,110.750,0,49.19,34.50
693.2,,110.563,0,49.19,34.50
694.2,,110.438,0,49.19,34.71
695.4,,110.250,0,49.19,35.35
696.4,,110.125,0,49.19,34.92
697.7,,109.875,0,49.13,34.71
698.9,,109.750,0,49.19,34.71
700.2,,109.500,0,49.13,34.71
701.2,,109.375,0,49.19,34.93
702.2,,109.188,0,49.13,34.71
703.2,,109.125,0,49.19,34.71
704.4,,108.875,0,49.13,34.71
705.7,,108.688,0,49.13,34.71
706.7,,108.438,0,49.06,34.93
707.7,,108.438,0,49.13,34.71
708.7,,108.250,0,49.13,34.07
709.7,,108.063,0,49.06,34.29
710.7,,107.875,0,49.06,35.14
711.7,,107.688,0,49.00,34.28
712.9,,107.563,0,49.06,34.71
713.9,,107.375,0,49.00,34.71
714.9,,107.250,0,49.00,35.14
716.2,,107.063,0,49.06,34.71
717.2,,106.938,0,49.00,34.71
718.2,,106.813,0,49.06,34.71
719.4,,106.625,0,49.00,34.92
720.4,,106.438,0,48.94,34.28
721.4,,106.313,0,49.00,34.93
722.4,,106.125,0,48.94,34.71
723.7,,106.000,0,48.94,34.50
724.9,,105.875,0,48.94,34.71
725.9,,105.688,0,48.94,34.50
727.2,,105.500,0,48.94,35.35
728.2,,105.375,0,48.88,34.93
