# from run-0022-console.txt; duty is the COMMANDED duty, which the run log does not carry
elapsed_s,state,temp_c,target_c,duty,relay,cold_c,cpu_c
261.78,running,242.8125,243.17,0.181,1,43.00,33.86
262.78,running,243.5000,243.69,0.000,0,43.13,33.64
263.78,running,243.8750,244.20,0.000,0,43.13,34.07
264.79,running,244.0625,244.72,0.214,0,43.19,34.07
265.78,running,244.0625,244.67,0.000,1,43.25,33.65
266.81,running,244.0625,243.87,0.000,0,43.31,33.64
267.79,running,244.0000,243.12,0.000,0,43.44,34.29
268.80,running,243.7500,242.34,0.000,0,43.44,34.07
269.78,running,243.4375,241.59,0.000,0,43.50,33.86
270.78,running,243.0625,240.82,0.000,0,43.50,34.28
271.79,running,242.6875,240.04,0.000,0,43.63,33.64
272.78,running,242.3125,239.27,0.000,0,43.69,33.86
273.78,running,241.6875,238.50,0.000,0,43.75,33.86
274.78,running,241.1250,237.73,0.000,0,43.75,33.86
275.78,running,240.5625,236.96,0.000,0,43.81,33.86
276.78,running,240.0000,236.19,0.000,0,43.88,33.85
277.78,running,239.4375,235.42,0.000,0,43.94,34.07
278.78,running,238.6250,234.65,0.000,0,44.00,33.85
279.82,running,238.0625,233.85,0.000,0,44.06,34.07
280.83,running,237.4375,233.07,0.000,0,44.13,33.64
281.78,running,236.8125,232.34,0.000,0,44.19,33.86
282.78,running,236.1250,231.57,0.000,0,44.25,34.07
283.79,running,235.2500,230.79,0.000,0,44.25,33.85
284.79,running,234.6875,230.02,0.000,0,44.38,34.07
285.79,running,234.0000,229.25,0.000,0,44.44,33.86
286.78,running,233.3125,228.49,0.000,0,44.50,33.85
287.78,running,232.3750,227.72,0.000,0,44.56,34.07
288.78,running,231.7500,226.95,0.000,0,44.63,33.64
289.79,running,231.0625,226.17,0.000,0,44.69,34.07
290.79,running,230.3750,225.40,0.000,0,44.75,34.07
291.78,running,229.5625,224.71,0.000,0,44.81,33.85
292.78,running,228.8750,224.05,0.000,0,44.81,34.07
293.78,running,228.2500,223.38,0.000,0,44.94,33.86
294.78,running,227.5000,222.71,0.000,0,44.94,34.07
295.79,running,226.9375,222.04,0.000,0,45.00,34.07
296.78,running,226.0625,221.38,0.000,0,45.00,33.86
297.80,running,225.4375,220.70,0.000,0,45.13,34.07
298.78,running,224.6875,220.04,0.000,0,45.13,34.07
299.79,running,224.1250,219.37,0.000,0,45.25,34.07
300.78,running,223.5625,218.71,0.000,0,45.31,34.28
301.79,running,222.6250,218.04,0.000,0,45.31,34.50
302.80,running,222.0625,217.37,0.000,0,45.38,33.85
303.78,running,221.4375,216.71,0.000,0,45.44,33.65
304.83,running,220.8750,216.01,0.000,0,45.50,34.28
305.86,running,220.2500,215.32,0.000,0,45.63,33.43
306.87,running,219.2500,214.65,0.000,0,45.63,34.28
307.79,running,218.8125,214.04,0.000,0,45.63,34.07
308.78,running,218.2500,213.38,0.000,0,45.75,34.28
309.78,running,217.6875,212.71,0.000,0,45.81,34.50
310.78,running,217.0625,212.04,0.000,0,45.88,33.64
311.79,running,216.1875,211.46,0.000,0,45.94,33.86
312.78,running,215.6250,210.89,0.000,0,46.00,33.64
313.78,running,215.0625,210.32,0.000,0,46.06,33.64
314.78,running,214.2500,209.75,0.000,0,46.06,33.43
315.80,running,213.6875,209.16,0.000,0,46.13,33.65
316.78,running,213.1875,208.60,0.000,0,46.19,33.86
317.78,running,212.6250,208.03,0.000,0,46.31,33.86
318.79,running,211.8750,207.46,0.000,0,46.25,34.07
319.78,running,211.3125,206.89,0.000,0,46.38,33.86
320.78,running,210.8125,206.32,0.000,0,46.44,33.85
321.78,running,210.3125,205.74,0.000,0,46.50,34.07
322.79,running,209.7500,205.17,0.000,0,46.56,34.29
323.79,running,209.0625,204.59,0.000,0,46.56,33.86
324.79,running,208.4375,204.02,0.000,0,46.63,34.07
325.79,running,208.0000,203.45,0.000,0,46.69,33.86
326.79,running,207.3750,202.88,0.000,0,46.69,34.29
327.79,running,206.8750,202.30,0.000,0,46.75,34.29
328.79,running,206.1875,201.73,0.000,0,46.81,33.86
329.78,running,205.8125,201.17,0.000,0,46.94,34.28
330.78,running,205.3125,200.60,0.000,0,47.00,34.07
331.78,running,204.6875,200.02,0.000,0,46.94,34.28
332.79,running,204.2500,199.48,0.000,0,47.06,33.86
