import gc; gc.collect()
>>> import heat_step_test as hst
>>> hst.main(hst.IDENTIFY_60_TO_240, confirm=hst.CONFIRM)
# heat step test, 41 steps, 7500 s planned
# t,state,temp_c,target_c,duty,relay,cold_c,cpu_c
# step climb to 60C: duty 1.000, ceiling 36 C, 600 s
1176.64,steptest,42.1250,,0.193,0,28.00,32.15
1176.89,steptest,42.1250,,0.193,0,28.00,32.79
1177.14,steptest,42.1250,,0.193,0,28.00,32.80
1177.39,steptest,42.1250,,0.193,0,28.00,33.01
1177.64,steptest,42.1875,,0.193,0,28.06,33.00
1177.89,steptest,42.1250,,0.193,0,28.00,32.58
1178.14,steptest,42.1250,,0.193,0,28.00,32.80
1178.39,steptest,42.1250,,0.193,0,28.00,32.58
1178.64,steptest,42.0625,,0.193,0,28.00,33.22
1178.89,steptest,42.0625,,0.193,0,28.00,32.36
1179.14,steptest,42.0625,,0.193,0,28.00,32.58
1179.39,steptest,42.0625,,0.193,0,28.00,33.01
1179.64,steptest,42.0625,,0.193,0,28.00,32.79
1179.89,steptest,42.0000,,0.193,0,28.00,32.57
1180.14,steptest,42.0625,,0.193,0,28.00,32.36
1180.39,steptest,42.0625,,0.193,0,28.00,32.58
1180.64,steptest,42.0625,,0.193,0,28.00,31.72
# step 60C down 2: duty 0.000, ceiling 80 C, 60 s
1180.89,steptest,42.0625,,0.000,0,28.00,32.37
1181.14,steptest,42.0000,,0.000,0,28.00,33.01
1181.39,steptest,42.0625,,0.000,0,28.06,33.22
1181.64,steptest,42.0625,,0.000,0,28.06,33.01
1181.89,steptest,42.0000,,0.000,0,28.00,33.01
1182.14,steptest,41.8750,,0.000,0,27.94,32.15
1182.39,steptest,41.9375,,0.000,0,28.00,32.58
1182.64,steptest,41.9375,,0.000,0,28.06,32.58
1182.89,steptest,42.0000,,0.000,0,28.06,32.37
1183.14,steptest,41.9375,,0.000,0,28.00,33.01
1183.39,steptest,41.9375,,0.000,0,28.00,32.58
1183.64,steptest,41.9375,,0.000,0,28.00,32.58
1183.89,steptest,41.9375,,0.000,0,28.00,32.58
1184.14,steptest,41.9375,,0.000,0,28.00,33.01
1184.39,steptest,41.9375,,0.000,0,28.00,32.79
1184.64,steptest,41.9375,,0.000,0,28.00,32.58
1184.89,steptest,41.9375,,0.000,0,28.00,32.58
1185.14,steptest,41.8750,,0.000,0,28.00,32.79
1185.39,steptest,41.8750,,0.000,0,28.00,32.79
1185.64,steptest,41.8750,,0.000,0,28.00,32.58
1185.89,steptest,41.8750,,0.000,0,28.00,32.37
1186.14,steptest,41.8750,,0.000,0,28.00,33.01
1186.39,steptest,41.8750,,0.000,0,28.00,32.37
1186.64,steptest,41.8750,,0.000,0,28.00,32.16
1186.89,steptest,41.8125,,0.000,0,28.00,32.79
1187.14,steptest,41.8125,,0.000,0,28.00,32.37
1187.39,steptest,41.8750,,0.000,0,28.06,32.15
1187.64,steptest,41.8125,,0.000,0,28.00,32.15
1187.89,steptest,41.8125,,0.000,0,28.00,33.01
1188.14,steptest,41.8125,,0.000,0,28.00,33.01
1188.39,steptest,41.8125,,0.000,0,28.00,32.37
1188.64,steptest,41.8125,,0.000,0,28.00,33.22
1188.89,steptest,41.7500,,0.000,0,28.00,33.01
1189.14,steptest,41.7500,,0.000,0,28.00,32.80
1189.39,steptest,41.7500,,0.000,0,28.00,32.79
1189.64,steptest,41.7500,,0.000,0,28.00,33.01
1189.89,steptest,41.7500,,0.000,0,28.00,32.79
1190.14,steptest,41.7500,,0.000,0,28.00,32.15
1190.39,steptest,41.7500,,0.000,0,28.00,32.80
1190.64,steptest,41.6875,,0.000,0,28.00,32.58
1190.89,steptest,41.7500,,0.000,0,28.06,32.58
1191.14,steptest,41.6875,,0.000,0,28.00,32.58
1191.39,steptest,41.6875,,0.000,0,28.00,32.58
1191.64,steptest,41.6875,,0.000,0,28.00,32.37
1191.89,steptest,41.6875,,0.000,0,28.00,32.57
1192.14,steptest,41.6875,,0.000,0,28.00,33.22
1192.39,steptest,41.7500,,0.000,0,28.06,32.58
1192.64,steptest,41.7500,,0.000,0,28.06,32.37
1192.89,steptest,41.7500,,0.000,0,28.06,32.37
1193.14,steptest,41.7500,,0.000,0,28.06,32.36
1193.39,steptest,41.6875,,0.000,0,28.00,32.58
1193.64,steptest,41.6875,,0.000,0,28.06,32.79
1193.89,steptest,41.7500,,0.000,0,28.06,32.58
1194.14,steptest,41.6250,,0.000,0,28.00,32.15
1194.39,steptest,41.6250,,0.000,0,28.00,32.36
1194.64,steptest,41.6250,,0.000,0,28.00,32.59
1194.89,steptest,41.6250,,0.000,0,28.00,33.01
1195.14,steptest,41.6875,,0.000,0,28.06,33.66
1195.39,steptest,41.6250,,0.000,0,28.00,32.79
1195.64,steptest,41.6875,,0.000,0,28.06,32.79
1195.89,steptest,41.6875,,0.000,0,28.06,33.01
1196.14,steptest,41.6250,,0.000,0,28.06,32.80
1196.39,steptest,41.6250,,0.000,0,28.06,32.58
1196.64,steptest,41.6250,,0.000,0,28.06,33.01
1196.89,steptest,41.6250,,0.000,0,28.06,32.15
1197.14,steptest,41.6250,,0.000,0,28.06,32.36
1197.39,steptest,41.5625,,0.000,0,28.06,32.15
1197.64,steptest,41.5625,,0.000,0,28.06,32.58
1197.89,steptest,41.5625,,0.000,0,28.06,33.01
1198.14,steptest,41.5625,,0.000,0,28.06,32.79
1198.39,steptest,41.5625,,0.000,0,28.06,32.58
1198.64,steptest,41.5625,,0.000,0,28.06,32.58
1198.89,steptest,41.5625,,0.000,0,28.06,33.01
1199.14,steptest,41.5625,,0.000,0,28.06,32.37
1199.39,steptest,41.5625,,0.000,0,28.06,32.58
1199.64,steptest,41.5000,,0.000,0,28.00,33.01
1199.89,steptest,41.5625,,0.000,0,28.06,32.80
1200.14,steptest,41.5625,,0.000,0,28.06,32.79
1200.39,steptest,41.5625,,0.000,0,28.06,32.79
1200.64,steptest,41.5625,,0.000,0,28.06,33.01
1200.89,steptest,41.4375,,0.000,0,28.00,32.38
1201.14,steptest,41.5625,,0.000,0,28.06,31.94
1201.39,steptest,41.5625,,0.000,0,28.06,32.80
1201.64,steptest,41.4375,,0.000,0,28.00,32.79
1201.89,steptest,41.5000,,0.000,0,28.06,32.58
1202.14,steptest,41.4375,,0.000,0,28.06,32.58
1202.39,steptest,41.4375,,0.000,0,28.06,32.58
1202.64,steptest,41.4375,,0.000,0,28.06,32.37
1202.89,steptest,41.4375,,0.000,0,28.06,32.58
1203.14,steptest,41.4375,,0.000,0,28.06,32.15
1203.39,steptest,41.4375,,0.000,0,28.06,32.80
1203.64,steptest,41.4375,,0.000,0,28.06,32.80
1203.89,steptest,41.4375,,0.000,0,28.06,32.37
1204.14,steptest,41.4375,,0.000,0,28.06,32.37
1204.39,steptest,41.3125,,0.000,0,28.00,32.37
1204.64,steptest,41.3125,,0.000,0,28.00,32.80
1204.89,steptest,41.3750,,0.000,0,28.06,32.58
1205.14,steptest,41.3750,,0.000,0,28.06,32.79
1205.39,steptest,41.3750,,0.000,0,28.06,32.58
1205.64,steptest,41.3750,,0.000,0,28.06,32.58
1205.89,steptest,41.3750,,0.000,0,28.06,33.00
1206.14,steptest,41.3750,,0.000,0,28.06,32.36
1206.39,steptest,41.3750,,0.000,0,28.06,32.79
1206.64,steptest,41.3125,,0.000,0,28.00,33.22
1206.89,steptest,41.3125,,0.000,0,28.00,32.79
1207.14,steptest,41.3125,,0.000,0,28.00,32.79
1207.39,steptest,41.3750,,0.000,0,28.06,32.36
1207.64,steptest,41.3125,,0.000,0,28.06,32.80
1207.89,steptest,41.3125,,0.000,0,28.06,32.15
1208.14,steptest,41.2500,,0.000,0,28.00,32.36
1208.39,steptest,41.3125,,0.000,0,28.06,33.01
1208.64,steptest,41.2500,,0.000,0,28.00,33.23
1208.89,steptest,41.2500,,0.000,0,28.00,33.00
1209.14,steptest,41.1875,,0.000,0,28.00,32.79
1209.39,steptest,41.2500,,0.000,0,28.00,32.58
1209.64,steptest,41.3125,,0.000,0,28.06,32.80
1209.89,steptest,41.1875,,0.000,0,28.00,33.01
1210.14,steptest,41.1875,,0.000,0,28.00,32.57
1210.39,steptest,41.1875,,0.000,0,28.00,33.01
1210.64,steptest,41.1875,,0.000,0,28.00,32.80
1210.89,steptest,41.1875,,0.000,0,28.00,33.01
1211.14,steptest,41.1875,,0.000,0,28.00,32.58
1211.39,steptest,41.2500,,0.000,0,28.06,32.80
1211.64,steptest,41.1250,,0.000,0,28.00,32.58
1211.89,steptest,41.1250,,0.000,0,28.00,32.37
1212.14,steptest,41.1250,,0.000,0,28.00,32.58
1212.39,steptest,41.1250,,0.000,0,28.00,32.58
1212.64,steptest,41.1250,,0.000,0,28.00,33.01
1212.89,steptest,41.1250,,0.000,0,28.00,32.80
1213.14,steptest,41.1875,,0.000,0,28.06,32.16
1213.39,steptest,41.1875,,0.000,0,28.06,32.79
1213.64,steptest,41.1250,,0.000,0,28.00,32.79
1213.89,steptest,41.1875,,0.000,0,28.06,32.37
1214.14,steptest,41.1250,,0.000,0,28.00,32.80
1214.39,steptest,41.1250,,0.000,0,28.00,33.23
1214.64,steptest,41.1250,,0.000,0,28.00,32.37
1214.89,steptest,41.1250,,0.000,0,28.00,32.15
1215.14,steptest,41.0625,,0.000,0,28.00,33.01
1215.39,steptest,41.0625,,0.000,0,28.00,32.79
1215.64,steptest,41.0625,,0.000,0,28.00,33.01
1215.89,steptest,41.1250,,0.000,0,28.06,32.58
1216.14,steptest,41.0625,,0.000,0,28.00,32.79
1216.39,steptest,41.0625,,0.000,0,28.00,32.79
1216.64,steptest,41.0625,,0.000,0,28.00,32.37
1216.89,steptest,41.0000,,0.000,0,28.00,32.58
1217.14,steptest,41.0625,,0.000,0,28.06,32.58
1217.39,steptest,41.0000,,0.000,0,28.00,32.37
1217.64,steptest,41.0000,,0.000,0,28.06,32.58
1217.89,steptest,41.0625,,0.000,0,28.06,32.36
1218.14,steptest,41.0625,,0.000,0,28.06,32.58
1218.39,steptest,41.0000,,0.000,0,28.00,33.02
1218.64,steptest,41.0625,,0.000,0,28.13,32.58
1218.89,steptest,41.0625,,0.000,0,28.13,32.58
1219.14,steptest,40.9375,,0.000,0,28.00,32.36
1219.39,steptest,40.9375,,0.000,0,28.00,32.80
1219.64,steptest,41.0000,,0.000,0,28.06,32.79
1219.89,steptest,41.0000,,0.000,0,28.06,32.15
1220.14,steptest,41.0000,,0.000,0,28.06,32.58
1220.39,steptest,40.9375,,0.000,0,28.00,32.79
1220.64,steptest,40.9375,,0.000,0,28.00,32.37
1220.89,steptest,40.9375,,0.000,0,28.06,32.80
1221.14,steptest,40.9375,,0.000,0,28.06,32.37
1221.39,steptest,40.9375,,0.000,0,28.06,32.58
1221.64,steptest,40.9375,,0.000,0,28.06,33.01
1221.89,steptest,40.9375,,0.000,0,28.06,32.15
1222.14,steptest,40.9375,,0.000,0,28.06,33.01
1222.39,steptest,40.9375,,0.000,0,28.06,33.01
1222.64,steptest,40.9375,,0.000,0,28.06,32.37
1222.89,steptest,40.9375,,0.000,0,28.06,32.58
1223.14,steptest,40.9375,,0.000,0,28.06,32.58
1223.39,steptest,40.9375,,0.000,0,28.06,32.58
1223.64,steptest,40.9375,,0.000,0,28.06,32.36
1223.89,steptest,40.9375,,0.000,0,28.06,32.80
1224.14,steptest,40.8750,,0.000,0,28.06,33.22
1224.39,steptest,40.8750,,0.000,0,28.06,32.58
1224.64,steptest,40.8750,,0.000,0,28.06,32.58
1224.89,steptest,40.8750,,0.000,0,28.06,32.80
1225.14,steptest,40.8750,,0.000,0,28.06,32.58
1225.39,steptest,40.8750,,0.000,0,28.06,32.59
1225.64,steptest,40.8750,,0.000,0,28.06,32.57
1225.89,steptest,40.8750,,0.000,0,28.06,32.58
1226.14,steptest,40.8125,,0.000,0,28.06,32.79
1226.39,steptest,40.8125,,0.000,0,28.06,32.37
1226.64,steptest,40.8125,,0.000,0,28.06,32.80
1226.89,steptest,40.8125,,0.000,0,28.06,32.80
1227.14,steptest,40.8125,,0.000,0,28.06,32.15
1227.39,steptest,40.8125,,0.000,0,28.06,32.79
1227.64,steptest,40.8125,,0.000,0,28.06,32.80
1227.89,steptest,40.8125,,0.000,0,28.06,32.79
1228.14,steptest,40.8125,,0.000,0,28.13,32.79
1228.39,steptest,40.7500,,0.000,0,28.06,32.79
1228.64,steptest,40.7500,,0.000,0,28.06,32.79
1228.89,steptest,40.7500,,0.000,0,28.06,32.37
1229.14,steptest,40.7500,,0.000,0,28.06,32.58
1229.39,steptest,40.7500,,0.000,0,28.06,33.01
1229.64,steptest,40.7500,,0.000,0,28.06,32.79
1229.89,steptest,40.7500,,0.000,0,28.06,32.37
1230.14,steptest,40.7500,,0.000,0,28.06,33.01
1230.39,steptest,40.7500,,0.000,0,28.06,32.58
1230.64,steptest,40.7500,,0.000,0,28.06,33.00
1230.89,steptest,40.7500,,0.000,0,28.06,32.36
1231.14,steptest,40.6875,,0.000,0,28.06,32.58
1231.39,steptest,40.6875,,0.000,0,28.06,32.79
1231.64,steptest,40.6875,,0.000,0,28.06,33.01
1231.89,steptest,40.6875,,0.000,0,28.06,32.15
1232.14,steptest,40.6875,,0.000,0,28.06,32.58
1232.39,steptest,40.6875,,0.000,0,28.06,32.58
1232.64,steptest,40.6875,,0.000,0,28.06,33.22
1232.89,steptest,40.6250,,0.000,0,28.06,32.15
1233.14,steptest,40.6250,,0.000,0,28.06,32.58
1233.39,steptest,40.6875,,0.000,0,28.06,32.58
1233.64,steptest,40.6250,,0.000,0,28.06,32.79
1233.89,steptest,40.5625,,0.000,0,28.00,33.87
1234.14,steptest,40.5625,,0.000,0,28.06,33.22
1234.39,steptest,40.6250,,0.000,0,28.06,32.37
1234.64,steptest,40.6250,,0.000,0,28.06,31.94
1234.89,steptest,40.6250,,0.000,0,28.06,32.58
1235.14,steptest,40.5000,,0.000,0,28.00,31.95
1235.39,steptest,40.5000,,0.000,0,28.00,32.37
1235.64,steptest,40.5625,,0.000,0,28.06,33.22
1235.89,steptest,40.5625,,0.000,0,28.06,33.01
1236.14,steptest,40.5625,,0.000,0,28.06,32.79
1236.39,steptest,40.5625,,0.000,0,28.06,32.80
1236.64,steptest,40.5625,,0.000,0,28.06,32.15
1236.89,steptest,40.5625,,0.000,0,28.06,32.37
1237.14,steptest,40.5000,,0.000,0,28.00,33.22
1237.39,steptest,40.5000,,0.000,0,28.06,32.58
1237.64,steptest,40.5625,,0.000,0,28.06,33.01
1237.89,steptest,40.5625,,0.000,0,28.06,32.79
1238.14,steptest,40.5625,,0.000,0,28.06,32.80
1238.39,steptest,40.5000,,0.000,0,28.00,32.79
1238.64,steptest,40.5000,,0.000,0,28.00,33.01
1238.89,steptest,40.5000,,0.000,0,28.06,32.37
1239.14,steptest,40.5000,,0.000,0,28.00,32.58
1239.39,steptest,40.5000,,0.000,0,28.06,32.36
1239.64,steptest,40.5000,,0.000,0,28.06,32.58
1239.89,steptest,40.5000,,0.000,0,28.06,31.94
1240.14,steptest,40.5000,,0.000,0,28.06,32.58
1240.39,steptest,40.5000,,0.000,0,28.06,32.37
1240.64,steptest,40.4375,,0.000,0,28.06,32.37
# step 60C up 3: duty 0.193, ceiling 80 C, 60 s
1240.89,steptest,40.4375,,0.193,0,28.06,32.79
1241.30,steptest,40.3750,,0.193,0,28.00,32.37
1241.55,steptest,40.3750,,0.193,0,28.00,32.79
1241.80,steptest,40.3750,,0.193,0,28.00,33.01
1242.05,steptest,40.4375,,0.193,0,28.06,32.58
1242.30,steptest,40.4375,,0.193,0,28.06,32.58
1242.55,steptest,40.4375,,0.193,0,28.06,32.80
1242.80,steptest,40.3125,,0.193,0,28.00,32.58
1243.05,steptest,40.3125,,0.193,0,28.00,32.59
1243.30,steptest,40.3125,,0.193,0,28.00,32.36
1243.55,steptest,40.3125,,0.193,0,28.06,32.58
1243.80,steptest,40.3750,,0.193,0,28.06,33.01
1244.05,steptest,40.3125,,0.193,0,28.00,32.59
1244.30,steptest,40.3750,,0.193,0,28.06,32.15
1244.55,steptest,40.3750,,0.193,0,28.06,32.79
1244.80,steptest,40.3750,,0.193,0,28.06,32.58
1245.05,steptest,40.3750,,0.193,0,28.06,32.80
1245.30,steptest,40.3750,,0.193,0,28.06,32.58
1245.55,steptest,40.3750,,0.193,0,28.06,33.22
1245.80,steptest,40.3750,,0.193,0,28.00,33.23
1246.05,steptest,40.3125,,0.193,0,28.00,32.37
1246.30,steptest,40.3750,,0.193,0,28.06,32.58
1246.55,steptest,40.3750,,0.193,0,28.06,32.58
1246.80,steptest,40.3750,,0.193,0,28.06,32.36
1247.05,steptest,40.3125,,0.193,0,28.06,32.58
1247.30,steptest,40.3125,,0.193,0,28.06,32.80
1247.55,steptest,40.2500,,0.193,0,28.00,32.58
1247.80,steptest,40.3125,,0.193,0,28.06,32.36
1248.05,steptest,40.3125,,0.193,0,28.06,32.58
1248.30,steptest,40.3125,,0.193,0,28.06,33.01
1248.55,steptest,40.2500,,0.193,0,28.06,32.37
1248.80,steptest,40.2500,,0.193,0,28.06,32.37
1249.05,steptest,40.2500,,0.193,0,28.06,32.58
1249.30,steptest,40.2500,,0.193,0,28.06,32.37
1249.55,steptest,40.2500,,0.193,0,28.06,32.15
1249.80,steptest,40.2500,,0.193,0,28.06,32.15
1250.05,steptest,40.2500,,0.193,0,28.06,32.37
1250.30,steptest,40.2500,,0.193,0,28.06,33.01
1250.55,steptest,40.2500,,0.193,0,28.06,33.01
1250.80,steptest,40.1875,,0.193,0,28.06,32.79
1251.05,steptest,40.1875,,0.193,0,28.06,32.36
1251.30,steptest,40.1875,,0.193,0,28.06,32.58
1251.55,steptest,40.1875,,0.193,0,28.06,32.79
1251.80,steptest,40.1875,,0.193,0,28.06,31.94
1252.05,steptest,40.1875,,0.193,0,28.06,31.94
1252.30,steptest,40.1875,,0.193,0,28.06,32.80
1252.55,steptest,40.1875,,0.193,0,28.06,32.37
1252.80,steptest,40.1875,,0.193,0,28.06,32.15
1253.05,steptest,40.1875,,0.193,0,28.06,32.58
1253.30,steptest,40.1875,,0.193,0,28.06,32.15
1253.55,steptest,40.1875,,0.193,0,28.06,32.36
1253.80,steptest,40.1875,,0.193,0,28.06,32.58
1254.05,steptest,40.1875,,0.193,0,28.06,32.37
1254.30,steptest,40.1250,,0.193,0,28.06,33.00
1254.55,steptest,40.1250,,0.193,0,28.06,32.79
1254.80,steptest,40.1250,,0.193,0,28.06,32.80
1255.05,steptest,40.1250,,0.193,0,28.06,33.22
1255.30,steptest,40.1250,,0.193,0,28.06,32.37
1255.55,steptest,40.1250,,0.193,0,28.06,32.79
1255.80,steptest,40.1250,,0.193,0,28.06,32.36
1256.05,steptest,40.0625,,0.193,0,28.06,32.37
1256.30,steptest,40.0625,,0.193,0,28.06,33.01
1256.55,steptest,40.0625,,0.193,0,28.06,33.01
1256.80,steptest,40.0625,,0.193,0,28.06,32.16
1257.05,steptest,40.0625,,0.193,0,28.06,33.22
1257.30,steptest,40.0625,,0.193,0,28.06,31.94
1257.55,steptest,40.0625,,0.193,0,28.06,32.37
1257.80,steptest,40.0625,,0.193,0,28.06,32.37
1258.05,steptest,40.0000,,0.193,0,28.06,33.01
1258.30,steptest,39.9375,,0.193,0,28.00,32.58
1258.55,steptest,40.0000,,0.193,0,28.06,32.79
1258.80,steptest,40.0000,,0.193,0,28.06,32.37
1259.05,steptest,40.0000,,0.193,0,28.06,33.01
1259.30,steptest,40.0000,,0.193,0,28.06,32.36
1259.55,steptest,39.9375,,0.193,0,28.06,32.79
1259.80,steptest,39.9375,,0.193,0,28.13,33.01
1260.05,steptest,40.0625,,0.193,0,28.13,32.79
1260.30,steptest,40.0000,,0.193,0,28.06,32.79
1260.55,steptest,39.9375,,0.193,0,28.06,32.37
1260.80,steptest,39.8750,,0.193,0,28.00,32.80
1261.05,steptest,39.8750,,0.193,0,28.00,32.58
1261.30,steptest,39.9375,,0.193,0,28.06,32.80
1261.55,steptest,39.9375,,0.193,0,28.06,33.01
1261.80,steptest,39.8750,,0.193,0,28.00,32.58
1262.05,steptest,39.8750,,0.193,0,28.00,32.79
1262.30,steptest,39.9375,,0.193,0,28.06,32.37
1262.55,steptest,39.9375,,0.193,0,28.06,33.44
1262.80,steptest,39.9375,,0.193,0,28.06,32.79
1263.05,steptest,39.9375,,0.193,0,28.06,32.15
1263.30,steptest,39.9375,,0.193,0,28.06,32.58
1263.55,steptest,39.9375,,0.193,0,28.06,32.79
1263.80,steptest,40.0000,,0.193,0,28.13,32.37
1264.05,steptest,39.8750,,0.193,0,28.06,33.01
1264.30,steptest,39.8750,,0.193,0,28.06,33.22
1264.55,steptest,39.8750,,0.193,0,28.06,33.01
1264.80,steptest,39.8750,,0.193,0,28.06,32.57
1265.05,steptest,39.8750,,0.193,0,28.06,32.79
1265.30,steptest,39.8750,,0.193,0,28.06,32.79
1265.55,steptest,39.8750,,0.193,0,28.06,32.79
1265.80,steptest,39.8750,,0.193,0,28.06,32.57
1266.05,steptest,39.8750,,0.193,0,28.06,32.37
1266.30,steptest,39.8750,,0.193,0,28.06,31.94
1266.55,steptest,39.8125,,0.193,0,28.06,32.37
1266.80,steptest,39.8125,,0.193,0,28.06,32.58
1267.05,steptest,39.8125,,0.193,0,28.06,32.58
1267.30,steptest,39.8125,,0.193,0,28.06,32.37
1267.55,steptest,39.8125,,0.193,0,28.06,32.80
1267.80,steptest,39.8125,,0.193,0,28.06,33.01
1268.05,steptest,39.7500,,0.193,0,28.06,32.36
1268.30,steptest,39.7500,,0.193,0,28.06,32.37
1268.55,steptest,39.7500,,0.193,0,28.06,32.80
1268.80,steptest,39.7500,,0.193,0,28.06,31.94
1269.05,steptest,39.7500,,0.193,0,28.06,32.15
1269.30,steptest,39.7500,,0.193,0,28.06,32.58
1269.55,steptest,39.7500,,0.193,0,28.06,32.58
1269.80,steptest,39.7500,,0.193,0,28.06,33.00
1270.05,steptest,39.7500,,0.193,0,28.06,32.80
1270.30,steptest,39.7500,,0.193,0,28.06,32.37
1270.55,steptest,39.7500,,0.193,0,28.06,32.79
1270.80,steptest,39.7500,,0.193,0,28.06,32.80
1271.05,steptest,39.7500,,0.193,0,28.06,32.15
1271.30,steptest,39.7500,,0.193,0,28.06,32.36
1271.55,steptest,39.7500,,0.193,0,28.06,32.79
1271.80,steptest,39.7500,,0.193,0,28.06,33.01
1272.05,steptest,39.7500,,0.193,0,28.06,32.16
1272.30,steptest,39.6875,,0.193,0,28.06,32.58
1272.55,steptest,39.6875,,0.193,0,28.06,33.01
1272.80,steptest,39.6875,,0.193,0,28.06,32.79
1273.05,steptest,39.6875,,0.193,0,28.06,33.23
1273.30,steptest,39.6875,,0.193,0,28.06,32.36
1273.55,steptest,39.6875,,0.193,0,28.06,33.01
1273.80,steptest,39.6250,,0.193,0,28.00,32.80
1274.05,steptest,39.6250,,0.193,0,28.06,32.80
1274.30,steptest,39.6250,,0.193,0,28.06,32.36
1274.55,steptest,39.6250,,0.193,0,28.06,32.58
1274.80,steptest,39.6250,,0.193,0,28.06,33.44
1275.05,steptest,39.6250,,0.193,0,28.06,32.37
1275.30,steptest,39.6250,,0.193,0,28.06,32.36
1275.55,steptest,39.6250,,0.193,0,28.06,32.79
1275.80,steptest,39.6250,,0.193,0,28.06,32.79
1276.05,steptest,39.5625,,0.193,0,28.06,32.15
1276.30,steptest,39.5625,,0.193,0,28.06,32.79
1276.55,steptest,39.5625,,0.193,0,28.06,32.79
1276.80,steptest,39.5625,,0.193,0,28.06,32.58
1277.05,steptest,39.5625,,0.193,0,28.06,32.37
1277.30,steptest,39.5625,,0.193,0,28.06,32.58
1277.55,steptest,39.5625,,0.193,0,28.06,32.36
1277.80,steptest,39.5000,,0.193,0,28.00,32.58
1278.05,steptest,39.5000,,0.193,0,28.00,32.15
1278.30,steptest,39.5625,,0.193,0,28.06,32.58
1278.55,steptest,39.5625,,0.193,0,28.06,32.58
1278.80,steptest,39.5625,,0.193,0,28.06,32.58
1279.05,steptest,39.5625,,0.193,0,28.06,33.01
1279.30,steptest,39.5625,,0.193,0,28.06,32.58
1279.55,steptest,39.5625,,0.193,0,28.06,32.79
1279.80,steptest,39.5625,,0.193,0,28.06,32.58
1280.05,steptest,39.5625,,0.193,0,28.06,32.79
1280.30,steptest,39.5625,,0.193,0,28.06,32.79
1280.55,steptest,39.5625,,0.193,0,28.00,32.79
1280.80,steptest,39.4375,,0.193,0,28.00,32.16
1281.05,steptest,39.5000,,0.193,0,28.06,32.36
1281.30,steptest,39.5000,,0.193,0,28.06,33.22
1281.55,steptest,39.5000,,0.193,0,28.06,32.15
1281.80,steptest,39.5000,,0.193,0,28.06,32.58
1282.05,steptest,39.4375,,0.193,0,28.00,32.58
1282.30,steptest,39.5000,,0.193,0,28.06,32.58
1282.55,steptest,39.5000,,0.193,0,28.13,32.37
1282.80,steptest,39.5000,,0.193,0,28.13,32.58
1283.05,steptest,39.4375,,0.193,0,28.06,32.36
1283.30,steptest,39.4375,,0.193,0,28.06,32.58
1283.55,steptest,39.4375,,0.193,0,28.06,32.15
1283.80,steptest,39.4375,,0.193,0,28.06,33.01
1284.05,steptest,39.4375,,0.193,0,28.06,32.80
1284.30,steptest,39.3750,,0.193,0,28.06,32.15
1284.55,steptest,39.3750,,0.193,0,28.06,32.37
1284.80,steptest,39.3750,,0.193,0,28.06,32.58
1285.05,steptest,39.3750,,0.193,0,28.06,32.58
1285.30,steptest,39.3750,,0.193,0,28.06,32.37
1285.55,steptest,39.3750,,0.193,0,28.06,32.79
1285.80,steptest,39.3750,,0.193,0,28.06,32.79
1286.05,steptest,39.3750,,0.193,0,28.06,32.80
1286.30,steptest,39.3750,,0.193,0,28.06,32.37
1286.55,steptest,39.3125,,0.193,0,28.00,32.16
1286.80,steptest,39.3750,,0.193,0,28.06,32.58
1287.05,steptest,39.3750,,0.193,0,28.06,32.37
1287.30,steptest,39.3750,,0.193,0,28.06,32.36
1287.55,steptest,39.3750,,0.193,0,28.06,32.58
1287.80,steptest,39.3750,,0.193,0,28.06,32.37
1288.05,steptest,39.3750,,0.193,0,28.06,31.94
1288.30,steptest,39.3750,,0.193,0,28.06,33.01
1288.55,steptest,39.3750,,0.193,0,28.13,32.15
1288.80,steptest,39.3125,,0.193,0,28.06,32.79
1289.05,steptest,39.3125,,0.193,0,28.06,31.95
1289.30,steptest,39.3125,,0.193,0,28.06,32.58
1289.55,steptest,39.3125,,0.193,0,28.06,32.37
1289.80,steptest,39.3125,,0.193,0,28.06,33.01
1290.05,steptest,39.3125,,0.193,0,28.06,32.58
1290.30,steptest,39.2500,,0.193,0,28.06,32.80
1290.55,steptest,39.2500,,0.193,0,28.06,32.37
1290.80,steptest,39.3125,,0.193,0,28.13,32.79
1291.05,steptest,39.2500,,0.193,0,28.06,32.79
1291.30,steptest,39.2500,,0.193,0,28.06,32.15
1291.55,steptest,39.2500,,0.193,0,28.06,32.58
1291.80,steptest,39.2500,,0.193,0,28.06,32.37
1292.05,steptest,39.2500,,0.193,0,28.06,32.15
1292.30,steptest,39.2500,,0.193,0,28.06,32.58
1292.55,steptest,39.2500,,0.193,0,28.06,32.37
1292.80,steptest,39.2500,,0.193,0,28.06,32.79
1293.05,steptest,39.1875,,0.193,0,28.06,33.01
1293.30,steptest,39.1875,,0.193,0,28.06,32.37
1293.55,steptest,39.1875,,0.193,0,28.06,32.80
1293.80,steptest,39.1875,,0.193,0,28.06,32.79
1294.05,steptest,39.1875,,0.193,0,28.06,33.22
1294.30,steptest,39.1875,,0.193,0,28.06,32.79
1294.55,steptest,39.1875,,0.193,0,28.06,32.59
1294.80,steptest,39.1875,,0.193,0,28.06,32.79
1295.05,steptest,39.1875,,0.193,0,28.06,32.36
1295.30,steptest,39.1250,,0.193,0,28.06,32.58
