# duty is the COMMANDED duty, which the run log does not carry;
# it is the input signal the plant identification needs.
elapsed_s,state,temp_c,target_c,duty,relay,cold_c,cpu_c
107.53,running,92.8125,93.55,0.562,1,28.38,34.93
108.55,running,94.0000,94.28,0.420,1,28.38,34.50
109.58,running,94.8125,95.01,0.418,0,28.38,34.93
110.57,running,95.7500,95.72,0.336,0,28.44,35.14
111.56,running,96.3750,96.43,0.389,1,28.38,34.93
112.56,running,97.3125,97.15,0.349,1,28.38,34.71
113.59,running,98.0625,97.89,0.355,0,28.38,34.71
114.53,running,98.8750,98.56,0.317,0,28.44,34.71
115.54,running,99.3750,99.28,0.442,1,28.38,35.35
116.53,running,100.0625,100.00,0.453,1,28.44,34.93
117.53,running,100.6875,100.71,0.511,0,28.44,35.14
118.53,running,101.5000,101.43,0.438,0,28.44,34.50
119.53,running,102.0625,102.15,0.496,1,28.44,34.92
120.54,running,102.6250,102.86,0.582,1,28.44,34.71
121.53,running,103.3125,103.58,0.567,0,28.50,34.71
122.54,running,104.1875,104.30,0.478,0,28.50,34.93
123.54,running,104.6875,105.02,0.529,1,28.50,34.71
124.53,running,105.1875,105.73,0.630,1,28.50,34.71
125.53,running,105.8750,106.43,0.641,1,28.56,35.14
126.53,running,106.5625,107.10,0.611,0,28.56,34.92
127.54,running,107.1250,107.77,0.632,1,28.56,35.14
128.53,running,107.7500,108.42,0.627,1,28.56,35.14
129.53,running,108.5000,109.09,0.628,1,28.56,34.49
130.54,running,109.2500,109.76,0.594,0,28.56,35.14
131.54,running,109.9375,110.42,0.577,1,28.63,34.71
132.54,running,110.5000,111.09,0.636,1,28.56,34.50
133.53,running,111.1250,111.74,0.662,1,28.63,34.71
134.57,running,112.1250,112.43,0.541,0,28.56,35.35
135.55,running,112.8750,113.08,0.484,1,28.63,35.14
136.55,running,113.5000,113.75,0.531,1,28.63,34.50
137.55,running,114.1250,114.41,0.580,0,28.63,35.14
138.60,running,114.8125,115.02,0.272,0,28.63,34.92
139.58,running,115.4375,115.17,0.165,0,28.63,35.35
140.53,running,116.0625,115.32,0.080,0,28.69,34.71
141.54,running,116.4375,115.47,0.075,0,28.69,34.93
142.54,running,116.7500,115.62,0.090,0,28.69,34.49
143.55,running,117.1250,115.77,0.088,0,28.75,35.14
144.53,running,117.3750,115.91,0.073,0,28.75,35.14
145.53,running,117.5000,116.06,0.104,0,28.69,34.92
146.55,running,117.7500,116.22,0.088,0,28.75,35.14
147.53,running,117.8750,116.36,0.112,0,28.75,34.71
148.53,running,118.0000,116.51,0.119,0,28.75,35.14
149.54,running,118.0625,116.67,0.164,0,28.75,35.14
150.53,running,118.2500,116.81,0.140,0,28.81,34.93
151.53,running,118.2500,116.96,0.189,0,28.81,34.93
152.54,running,118.3125,117.12,0.222,0,28.88,35.35
153.53,running,118.2500,117.26,0.276,0,28.88,34.71
154.53,running,118.1875,117.41,0.354,0,28.88,34.93
155.54,running,118.1250,117.56,0.408,0,28.88,34.71
156.54,running,118.0625,117.71,0.445,1,28.88,34.92
157.53,running,118.1250,117.86,0.451,1,28.94,35.35
158.54,running,118.0625,118.01,0.497,0,28.94,35.35
159.53,running,118.0625,118.16,0.520,0,28.94,35.14
160.56,running,118.1250,118.32,0.530,1,28.94,35.14
161.60,running,118.0625,118.47,0.591,1,28.94,35.14
162.54,running,118.1875,118.61,0.574,1,29.00,35.35
163.53,running,118.3125,118.76,0.572,0,29.00,35.14
164.56,running,118.4375,118.92,0.549,1,29.00,35.14
165.54,running,118.6250,119.06,0.533,1,29.06,34.93
166.54,running,118.7500,119.21,0.546,1,29.06,35.14
167.53,running,119.0000,119.36,0.499,0,29.06,34.71
168.53,running,119.3125,119.51,0.444,0,29.13,34.71
169.53,running,119.3750,119.66,0.475,1,29.06,34.93
170.53,running,119.7500,119.81,0.405,1,29.13,35.14
171.53,running,120.1250,119.96,0.346,0,29.19,34.71
172.54,running,120.3125,120.11,0.326,0,29.13,35.14
173.55,running,120.5625,120.26,0.304,1,29.19,35.13
174.53,running,120.8125,120.41,0.313,0,29.19,34.93
175.53,running,121.1250,120.56,0.255,0,29.19,34.50
176.53,running,121.4375,120.71,0.206,0,29.25,34.92
177.53,running,121.6250,120.86,0.215,0,29.25,34.50
178.53,running,121.6875,121.01,0.264,0,29.25,34.71
179.54,running,121.8750,121.16,0.279,0,29.31,35.14
180.54,running,122.0000,121.31,0.294,0,29.31,34.29
181.53,running,121.9375,121.46,0.354,1,29.31,35.56
182.53,running,122.1875,121.61,0.319,0,29.38,34.71
183.53,running,122.3750,121.76,0.299,0,29.38,34.71
184.57,running,122.5000,121.92,0.287,0,29.44,34.71
185.64,running,122.6875,122.08,0.281,1,29.44,34.92
186.53,running,122.8125,122.21,0.285,0,29.50,35.14
187.54,running,122.9375,122.36,0.289,0,29.44,34.93
188.53,running,123.0000,122.51,0.326,0,29.44,34.93
189.54,running,123.1875,122.66,0.302,1,29.50,35.35
190.53,running,123.3125,122.81,0.311,0,29.50,34.92
191.53,running,123.4375,122.96,0.304,0,29.50,34.49
192.54,running,123.6875,123.11,0.274,0,29.56,34.71
193.53,running,123.6875,123.26,0.328,1,29.56,34.71
194.53,running,123.8125,123.41,0.327,1,29.56,34.71
195.53,running,123.9375,123.56,0.352,0,29.63,34.50
196.54,running,124.2500,123.71,0.265,0,29.63,34.71
197.54,running,124.6250,123.86,0.000,1,29.63,34.71
198.53,running,124.5625,124.01,0.000,1,29.69,34.93
199.53,running,124.6875,124.16,0.000,0,29.69,35.35
200.53,running,124.8125,124.31,0.000,0,29.69,34.93
201.54,running,124.9375,124.46,0.000,0,29.75,34.71
202.53,running,125.0625,124.61,0.000,0,29.75,34.71
203.54,running,125.1250,124.76,0.000,0,29.75,34.92
204.53,running,125.1250,124.91,0.000,0,29.75,34.93
205.53,running,125.1875,125.00,0.000,0,29.81,34.71
206.54,running,125.1875,125.00,0.000,0,29.81,34.92
207.53,running,125.1250,125.00,0.000,0,29.81,35.14
208.54,running,125.1250,125.00,0.000,0,29.88,34.93
209.53,running,125.0000,125.00,0.000,0,29.88,34.28
210.55,running,125.0000,125.00,0.000,0,29.94,35.14
211.59,running,124.8750,125.00,0.000,0,29.94,34.50
212.57,running,124.8125,125.00,0.000,0,29.94,34.50
213.53,running,124.6875,125.00,0.000,0,30.00,34.71
214.53,running,124.5625,125.00,0.000,0,30.00,34.71
215.53,running,124.5000,125.00,0.000,0,30.06,34.92
216.53,running,124.3750,125.00,0.000,0,30.06,34.50
217.55,running,124.2500,125.00,0.000,0,30.06,34.71
218.53,running,124.0625,125.00,0.000,0,30.06,34.92
219.53,running,123.9375,125.00,0.357,0,30.13,34.29
220.54,running,123.8125,125.00,0.389,0,30.19,34.50
221.53,running,123.6875,125.00,0.477,0,30.19,34.92
222.53,running,123.3750,125.00,0.587,1,30.19,34.93
223.53,running,123.2500,125.00,0.625,1,30.25,34.93
224.55,running,123.0625,125.00,0.670,0,30.25,34.71
225.54,running,123.0000,125.00,0.669,0,30.31,34.49
226.55,running,123.0000,125.00,0.654,1,30.38,34.71
227.53,running,122.8125,125.00,0.700,1,30.31,35.14
228.54,running,122.8750,125.00,0.674,1,30.38,34.92
229.54,running,122.8750,125.00,0.683,0,30.38,35.14
